current_degree_field,gpa_percentile,programming_experience,research_experience_months,project_portfolio_count,online_courses_completed,soft_skills_score,degree_field_match_bonus,academic_fit_score,estimated_skill_gap
Psychology,0.3614297983146162,3,8.26324801185826,2,4,0.30642488781969685,0.0,41.2323994043753,High
Electrical Engineering,0.7396951503528394,0,5.046741356878213,3,5,0.7054438592820547,0.0,32.42381140328014,High
Other,0.7218451752213345,0,4.155613193631669,5,3,0.3559228520700309,0.0,29.173001886903307,High
Medicine,0.6419867697086502,0,5.097631378566438,5,4,0.41995327616161704,0.0,29.085455235128364,High
Business Administration,0.47115630071582676,0,1.3301812452572987,4,2,0.3656818795189962,0.0,19.438680193776463,High
Mechanical Engineering,0.7292877890799192,1,4.356907530689889,3,2,0.77546343302593,0.0,35.74924576547548,High
Mechanical Engineering,0.7995389824059147,2,4.886198714934178,1,7,0.7480114986996934,0.0,47.86573958381353,High
Law,0.6329691701269466,2,0.15373780884927735,3,2,0.6833847436051094,0.0,36.92057243506334,High
Electrical Engineering,0.5222166739610374,0,0.7803390840783094,8,3,0.2401862743787388,0.0,23.744060148468574,High
Business Administration,0.8114427994924939,3,3.511096067836574,6,2,0.566886340299426,0.0,51.81493673120733,Medium
Physics,0.6701153846614426,1,3.3471539170487494,8,2,0.5989612650605257,0.0,36.506328806660825,High
Biology,0.7095289795315562,1,18.62982176960469,3,2,0.5517722068621589,0.0,43.0573907952693,High
Biology,0.7943520529198402,1,11.186938121753444,4,2,0.54023931208326,0.0,41.21850087617488,High
Law,0.544982643067495,1,1.7941537635548839,4,3,0.4424188082744984,0.0,29.624672886948336,High
Business Administration,0.764589667888123,0,4.563817345823034,6,6,0.42540692389495194,0.0,34.59416215781724,High
Computer Science,0.7303731038983438,0,30.169062587405076,1,3,0.8462902182364,0.3,44.240778688640596,High
Electrical Engineering,0.9687894933292115,2,3.858838985608662,3,3,0.7212707282808458,0.0,48.82119867397326,High
Sociology,0.5556370397717052,0,4.0077886914943015,4,5,0.5482922064656878,0.0,27.137254958805006,High
Mathematics,0.5796518060644356,3,1.8214506554895549,2,3,0.4783587811504707,0.0,42.52149571704421,High
Computer Science,0.8089325502900061,3,2.7933367284480375,4,1,0.4838083654257768,0.3,51.38819103965906,Medium
Computer Science,0.5092348760565917,1,4.1283832349372975,3,2,0.7125365270533197,0.3,32.79046072518387,High
Business Administration,0.7329261434439384,0,4.469333125970916,4,1,0.6398360317315253,0.0,28.31566694848791,High
Psychology,0.6409582122616021,0,5.588557879757509,6,2,0.5810932317089428,0.0,28.92227013993321,High
Computer Science,0.7958733170920644,0,0.7997415447444127,5,5,0.6452992717060638,0.3,35.37316775129719,High
Computer Science,0.6866263884298384,1,4.776508835910656,4,5,0.5937515112415434,0.3,40.78640195606451,High
Sociology,0.4832683501406356,0,34.34058056068888,7,2,0.7673454255406006,0.0,38.16843588121889,High
Law,0.7342000352214951,3,1.190191362602777,3,3,0.560697071603723,0.0,47.15235584018272,High
Electrical Engineering,0.44613960914285067,2,6.9027804271911375,3,6,0.6050857830912542,0.0,40.076490244355334,High
Computer Science,0.7462542687211522,0,2.5218156002080945,4,5,0.7197316349595553,0.3,34.83114964295664,High
Mathematics,0.8252561804833783,0,5.290962975005378,6,5,0.5245774423750131,0.0,36.06114358333789,High
Computer Science,0.7305342524796942,1,6.938704974780052,4,0,0.9176086623553064,0.3,39.854756899673085,High
Electrical Engineering,0.8017180952538222,0,3.0743920798744444,1,1,0.6533947402815281,0.0,26.981421132674722,High
Civil Engineering,0.5221934689086242,2,7.417593280975986,1,3,0.6965390261093123,0.0,38.256860987205485,High
Economics,0.5243017398559761,0,0.4011135224752207,0,3,0.8312953199138646,0.0,20.514716047515737,High
Sociology,0.4961554325697814,1,0.1626422099560184,2,0,0.5722653336818493,0.0,23.53353053054296,High
Other,0.677608315185734,0,17.862592112149645,9,3,0.7108025557637784,0.0,41.40834072855577,High
Mathematics,0.5342237140783141,1,1.2942783870428363,4,1,0.3814902013105569,0.0,26.738634517079074,High
Arts,0.5807437272061343,2,10.593014927254963,4,2,0.7455528637115038,0.0,43.20032516157856,High
Electrical Engineering,0.8657637673045917,1,20.325949584303544,0,2,0.3822743757093303,0.0,44.925851218017826,High
Mathematics,0.7268514083245448,0,4.233127785973773,2,1,0.2200658496134355,0.0,24.417319322414404,High
Mechanical Engineering,0.6982044766771529,2,14.070306471788342,1,4,0.36667965736522007,0.0,46.165785081955974,High
Business Administration,0.5868363112526612,2,2.621677816699056,3,3,0.7547783909632326,0.0,38.66668170490294,High
Computer Science,0.5677889765423942,0,0.7242809687582934,3,2,0.5318918762494224,0.3,24.5568594002809,High
Electrical Engineering,0.560775832976832,0,7.858592189019186,1,5,0.5962700912714964,0.0,27.662366398915275,High
Civil Engineering,0.49234829844873895,1,7.984203369853009,5,6,0.6202653854853316,0.0,36.81682816146993,High
Psychology,0.7011505704858509,0,2.3712091187180895,5,1,0.3248134671408125,0.0,25.384837297049142,High
Physics,0.7594242397682571,1,0.5128984340438343,4,2,0.6992498397665532,0.0,34.46908338098326,High
Biology,0.7795839636647293,2,2.14107446308829,7,2,0.2741234471365474,0.0,42.78172120006448,High
Computer Science,0.8097436239191043,1,6.853801364122651,3,2,0.9193905697218516,0.3,43.04083596583019,High
Electrical Engineering,0.71648875292717,2,8.50214954031075,2,3,0.5173100641701771,0.0,43.64594594005768,High
Computer Science,0.6136112528755832,1,3.6931611035224914,3,2,0.23896250669784241,0.3,32.75998621174701,High
Electrical Engineering,0.5325992490956934,1,4.088850150597029,6,3,0.666140129285121,0.0,33.367879884607746,High
Mathematics,0.7146803803107925,3,0.8103094963428683,4,2,0.9059220630434008,0.0,47.90306325820111,High
Psychology,0.6418769837227795,3,6.495537657588001,5,1,0.8088757695396964,0.0,48.90101447676047,High
Civil Engineering,0.8278393983612974,1,8.747292243253007,1,4,0.3565358047449375,0.0,39.36238830145692,High
Economics,0.43974401830862325,0,1.4648472813734736,10,3,0.6471417498317562,0.0,25.644838757732785,High
Communications,0.8889096024242322,0,8.238667313339478,6,1,0.41820029010399445,0.0,34.96290858196296,High
Economics,0.6150583206217625,0,1.451766265997457,3,6,0.7784620926646463,0.0,28.4261223951157,High
Civil Engineering,0.5374977899986064,0,7.973156250095602,6,3,0.6623863593366581,0.0,29.232599202958202,High
Civil Engineering,0.5347952625279068,3,3.67398643774812,4,3,0.6149685438492587,0.0,44.740965806036535,High
Sociology,0.6546746902067669,2,2.968939521324725,7,1,0.48111791704821516,0.0,40.211377374571526,High
Electrical Engineering,0.7012699903425382,2,4.414984987545893,1,4,0.5206772288119562,0.0,40.97783485317276,High
Business Administration,0.6593211476557753,0,9.740860792540161,5,2,0.5981790760016961,0.0,31.311962066740467,High
Electrical Engineering,0.8714104094809239,0,0.9394098259998656,4,2,0.6060486992228833,0.0,30.402634874387427,High
Law,0.8363312496459036,0,0.9249549089227107,8,0,0.4616066902695162,0.0,29.794411510571862,High
Computer Science,0.649031265661326,0,14.245902273627834,2,2,0.7880641546325482,0.3,35.56979133571328,High
Mechanical Engineering,0.4498226741589149,1,1.4492626475982162,2,2,0.40931010435597015,0.0,24.364573197168276,High
Sociology,0.6330120710825049,2,1.3022925175315412,5,2,0.6378851950215677,0.0,38.91199390896101,High
Design,0.6853283587911644,1,8.096164498479537,4,2,0.613181822926769,0.0,36.925887562629335,High
Computer Science,0.6192927902541848,3,6.024217213926419,2,1,0.44633669291823774,0.3,46.97913897964982,High
Computer Science,0.6053472566588693,1,14.179496122519177,4,3,0.733732266410523,0.3,43.3311944917655,High
Computer Science,0.757128837577436,0,7.65446386415832,6,4,0.631531602268625,0.3,38.36991886587797,High
Computer Science,0.6814210812802096,0,1.2426063627120645,2,4,0.3147812148354037,0.3,27.8860620828773,High
Electrical Engineering,0.85579941027719,0,0.04740182059435867,6,4,0.38020817311271404,0.0,31.825652260364794,High
Computer Science,0.5898249035924421,2,0.8337738001126556,7,3,0.8904866983282694,0.3,44.30249803985615,High
Architecture,0.6735490228469104,0,3.7991576245019334,7,6,0.6180329776422817,0.0,33.55336397469788,High
Computer Science,0.6958915877326803,2,0.32698535153382374,3,5,0.6389061956621128,0.3,44.37951984966955,High
Business Administration,0.5637519464586713,0,4.896325423011035,5,2,0.4796447889356755,0.0,25.30222599552706,High
Mathematics,0.7085011588168691,0,3.2851573966858885,10,1,0.5124102435497678,0.0,30.82780356109925,High
Mechanical Engineering,0.4343742153474081,0,5.1064230629551375,4,2,0.5169371128913698,0.0,21.63555536248901,High
Communications,0.575612900100658,0,11.97595352744027,2,1,0.8092958384276183,0.0,28.421772649304714,High
Arts,0.687918939309511,2,6.2567010266558185,4,10,0.3773252209183908,0.0,49.32837106232295,High
Mechanical Engineering,0.5688843470145803,2,7.684468319913231,6,3,0.6322219978341979,0.0,43.0193446978146,High
Electrical Engineering,0.8402184019014634,1,2.180114839020483,0,2,0.49809915960478596,0.0,33.52519428661498,High
Electrical Engineering,0.6855032046979116,1,1.81673719573214,6,3,0.4803595104451971,0.0,34.84150508367303,High
Electrical Engineering,0.5152971714494347,0,32.728446523103045,4,2,0.43789201505780856,0.0,35.07188936152491,High
Physics,0.7717393307964788,0,4.71978072271641,1,1,0.6386212627944137,0.0,27.186452535581793,High
Political Science,0.32581830470945905,2,15.252679684382892,4,4,0.6504969537562265,0.0,41.26420052259025,High
Electrical Engineering,0.5817645007507964,0,0.34356045716266714,5,4,0.6097911368647702,0.0,25.55779348882043,High
Electrical Engineering,0.7135588146240602,1,14.295552126032337,1,0,0.5769838971262085,0.0,37.075276596669426,High
Design,0.5883285980797952,0,19.742795013331524,4,3,0.658834545337472,0.0,36.34163456201444,High
Law,0.34748933465054044,0,1.038804383055689,5,6,0.6115030028676987,0.0,22.144001120011808,High
Psychology,0.6793303211685513,0,7.921270524398871,6,3,0.6201043082310566,0.0,32.53457364811836,High
Arts,0.8453012710267933,1,17.164857712339572,1,1,0.4542632759693874,0.0,42.54855089239567,High
Medicine,0.5371446702519559,1,0.17962926707802418,2,8,1.0,0.0,34.707551714889334,High
Business Administration,0.5002270228636766,0,5.163757275054603,2,3,0.4466092743626868,0.0,22.466070240314476,High
Medicine,0.7008329115878295,3,3.2074751567457254,7,3,0.652146836816865,0.0,51.03622894674614,Medium
Computer Science,0.5966123511966842,2,9.216648870708468,3,2,0.403695895233701,0.3,43.27752713361174,High
Mechanical Engineering,0.5137783994390728,3,4.524792838232623,5,2,0.9555633694512026,0.0,46.20027235712822,High
Business Administration,0.6281852038175931,1,10.20690656757492,4,3,0.38497811778479063,0.0,36.675503955764775,High
Economics,0.8693619935320515,1,1.2401479577345955,3,3,0.445563814714223,0.0,36.65362805212319,High
Mathematics,0.46219761118151526,1,3.0697326051383973,2,3,0.5371669339122969,0.0,27.32602449397753,High
Physics,0.7009811983540325,1,25.839748769832518,7,3,0.5587077557375962,0.0,50.23473540420546,Medium
Chemistry,0.7421595874597314,1,8.306094774137478,6,2,0.5318206125763225,0.0,39.57106864987749,High
Arts,0.7301539000630344,0,9.77652941151732,2,2,0.5904406874815789,0.0,30.816381821182077,High
Business Administration,0.6664532253131673,1,11.191396916928433,5,2,0.7588578513558545,0.0,39.8669096293554,High
Electrical Engineering,0.516618428861695,1,0.08945376170042939,3,3,0.6590469892829289,0.0,28.183270935686455,High
Mathematics,0.8504744227968056,0,1.5452919871437205,2,2,0.6193008943293136,0.0,28.824172533531534,High
Business Administration,0.8426925345795726,1,2.1112446683768784,6,2,0.4665068393947578,0.0,37.886042145865325,High
Computer Science,0.6333531787246888,1,1.0273602629051248,6,2,0.6194849046679551,0.3,35.74002082243937,High
Computer Science,0.6897275261245527,2,8.246021197188645,3,3,0.5112749939806239,0.3,46.53665970459317,High
Physics,0.5678172406786866,0,10.252899109627403,1,4,0.5826983429622434,0.0,28.266984675295504,High
Design,0.6700627870573159,1,2.271827200363689,4,5,0.4766387562154659,0.0,35.2213221244042,High
Electrical Engineering,0.6426350427801422,1,10.21245414074627,4,3,0.4791846082752642,0.0,37.51124961551296,High
Architecture,0.692911329325266,1,0.5142156465316765,4,4,0.6892532621409138,0.0,34.75710098958518,High
Computer Science,0.5768403445450091,0,4.566156403913522,6,3,0.6801605787899153,0.3,31.175659260020755,High
Computer Science,0.6448165313314855,0,11.491420756287585,1,3,0.4136857505088998,0.3,32.12098000851138,High
Computer Science,0.4558629854899186,0,13.04796882078444,4,3,0.34234380693321204,0.3,30.2632741849043,High
Other,0.7597147423338545,2,6.913522259347648,4,3,0.8064858358068014,0.0,46.67958248280598,High
Biology,0.7545032745098194,2,11.603012765509707,6,3,0.39340913152362134,0.0,48.91484383214049,High
Other,0.5065104851114868,1,5.337150533767847,4,3,0.5235710435647004,0.0,31.283003095882243,High
Mechanical Engineering,0.7831745918448159,1,5.039388457282423,2,3,1.0,0.0,38.89564924858858,High
Business Administration,0.6752266119842419,0,4.506178068672724,4,0,0.6916140648145315,0.0,26.155096916599156,High
Medicine,0.6643744780693731,1,3.2957143624469456,4,0,0.6188563726918858,0.0,31.430131958389765,High
Civil Engineering,0.5929137876699636,2,11.162192442658718,3,4,0.7025656314956522,0.0,44.89537645922238,High
Economics,0.7783239599629272,2,7.839379465505182,9,4,0.3591963178256101,0.0,50.23702608747531,Medium
Medicine,0.7849141062264751,3,9.628202457448435,4,4,0.4845403306490659,0.0,55.06318084481247,Medium
Biology,0.7927772457865747,2,1.0486940004055407,3,0,0.6411752995547207,0.0,39.26407472602477,High
Civil Engineering,0.7222858746098315,1,2.8277624276738536,4,1,0.5535981852054849,0.0,33.25915597523604,High
Electrical Engineering,0.5121780386236593,2,12.366004578997305,5,3,0.7766906804373648,0.0,44.499990562984955,High
Economics,0.6622851168508563,0,5.027128005425412,4,3,0.47149180393142653,0.0,28.056541944319424,High
Mechanical Engineering,0.5885592807242749,2,3.809636971947036,3,0,0.2888852259323002,0.0,34.12276458856861,High
Mechanical Engineering,0.5697214715770119,0,2.7408922128238755,3,0,0.8784796803622725,0.0,22.598492824251583,High
Psychology,0.642471869786448,0,0.7318002196732887,3,5,0.5873235208324827,0.0,26.70578948611942,High
Education,0.7542802740765355,1,1.937924029678204,4,1,0.8241031473193892,0.0,34.855391773725884,High
Design,0.7242815533780648,2,0.30433736024069014,7,2,0.6533953913634492,0.0,42.147559974752625,High
Chemistry,0.8177811233421253,1,5.4454412558086425,8,4,0.5739725060390726,0.0,43.38445806529556,High
Biology,0.4272809886710024,0,10.936654910786332,6,4,0.705757307264444,0.0,29.546220572338736,High
Mechanical Engineering,0.6991554620608392,0,0.7298292928337189,7,3,0.49677481145251434,0.0,28.668903916804624,High
Biology,0.6126386949004019,2,14.673953696201789,5,3,0.8155476287383749,0.0,48.64825990966138,High
Mechanical Engineering,0.6304704787615876,2,16.73359890187357,3,7,0.680913109348209,0.0,52.208160162785056,Medium
Business Administration,0.6204340431551743,0,11.561946467631456,5,3,0.813926399913686,0.0,33.556699620717445,High
Electrical Engineering,0.7221458131476888,2,11.328599948750892,4,4,0.7558515929444332,0.0,49.246611594717024,High
Computer Science,0.7762735205015129,1,1.358722471902365,5,1,0.765099463049461,0.3,38.49820353939077,High
Computer Science,0.8094590965190385,0,2.5497939446925257,5,5,0.31074101617668737,0.3,35.13380370929223,High
Civil Engineering,0.7851096050142349,1,0.08512515460478515,6,3,0.747363180391883,0.0,37.58442591560995,High
Other,0.7879735138560475,2,23.649278251540586,2,6,0.6158287767181498,0.0,58.392613970538136,Medium
Sociology,0.5456009038860604,3,2.2610797324388128,3,4,0.4565726129082971,0.0,43.58606049446726,High
Electrical Engineering,0.5386329883368722,2,1.9457505801316062,2,4,0.6204101131760735,0.0,36.617302720217765,High
Computer Science,0.7046959620731702,0,6.698010517727475,2,1,0.4838408456801654,0.3,29.722859853809755,High
Physics,0.5795821140428097,0,17.495058778000182,4,0,0.6301549127990844,0.0,31.57473915131578,High
Civil Engineering,0.6538214513970113,0,5.338492335328293,8,0,0.513093869601041,0.0,28.247563342510674,High
Business Administration,0.5562364404264656,1,2.1329871185483853,2,3,0.5316379121866661,0.0,29.06388418735438,High
Business Administration,0.7651280218878113,2,1.1440028371538864,5,3,0.772243261410197,0.0,43.78775196080078,High
Electrical Engineering,0.5213318691478789,2,3.4626666457773814,4,3,0.6146965987938908,0.0,37.60427970961062,High
Economics,0.5688319259595491,0,10.495532684388667,3,6,0.5025772593025035,0.0,31.54339237324416,High
Mechanical Engineering,0.6660634420322016,0,0.7220888559153382,4,4,0.7724629046264823,0.0,27.965206108884537,High
Business Administration,0.7468253137886102,3,33.35582146839048,3,2,0.6336371109921829,0.0,61.08881839967617,Medium
Economics,0.6398048966023593,0,5.106551252708197,5,2,0.40654373656369136,0.0,26.969435630820065,High
Medicine,0.6742381223924223,2,11.380734867433201,7,3,0.7079646655721381,0.0,49.092069013150336,High
Design,0.6518154460509318,2,6.40185180111782,5,6,0.8307556062096105,0.0,47.53365489135332,High
Mechanical Engineering,0.7473594748120674,2,1.4059333965805716,3,3,0.8323797926532897,0.0,42.307927539764336,High
Electrical Engineering,0.4833127173075855,2,4.242159195180562,7,3,0.7211889254909093,0.0,39.923445390465375,High
Sociology,0.7179577288833322,0,7.16104732478337,3,3,0.6950570140263116,0.0,31.14988287020447,High
Communications,0.6210810732713347,0,5.058043970068532,3,4,0.9194217665731734,0.0,29.535413145942066,High
Chemistry,0.7195252637623241,1,6.378805081400784,7,1,0.5741525152051704,0.0,37.76231401262611,High
Computer Science,0.7267800074556791,0,18.50424868140294,4,3,0.3899080634539025,0.3,40.68419592953832,High
Computer Science,0.7172662885134546,2,2.5280645017712193,2,3,0.5962982051311705,0.3,43.32652188543257,High
Civil Engineering,0.5002894018625237,0,6.52381787492282,9,2,0.8291278902646786,0.0,29.48026066971325,High
Psychology,0.6987371161431135,1,11.591918723135716,6,1,0.37178161686077466,0.0,38.7389518565082,High
Biology,0.5649104242756754,0,4.522448272210351,3,6,0.5101580144985959,0.0,27.750080849516333,High
Biology,0.8239884742929254,2,3.144523186820365,6,1,0.7299820853414727,0.0,45.04828260912657,High
Electrical Engineering,0.3889879682959652,1,1.1191702218754203,3,1,0.704804045459436,0.0,23.864867490035117,High
Computer Science,0.6767007878396697,3,1.8574898949749885,7,3,0.7924556359310028,0.3,53.29072906000613,Medium
Electrical Engineering,0.7162297845955349,0,3.393561384581446,4,3,0.7383129170394507,0.0,29.71828506544903,High
Sociology,0.681029331310464,1,5.650988324508492,4,4,0.5519480520983253,0.0,36.9840079127377,High
Electrical Engineering,0.633201124410147,3,1.8625786076547055,3,4,0.4980700989232944,0.0,45.73449023465434,High
Mathematics,0.31939446351967204,2,0.32186145473614836,3,5,0.5495769322657698,0.0,31.51724299186408,High
Electrical Engineering,0.5508930381005706,2,25.188431294915382,4,4,0.4677493923547781,0.0,51.44440624762149,Medium
Law,0.7081006648388569,3,1.982776447991931,6,4,0.5584535328576197,0.0,50.23401956525448,Medium
Economics,0.744323749785904,0,29.14035875699068,2,3,0.8373169643334757,0.0,42.294678566314985,High
Mechanical Engineering,0.40474911250869683,0,3.3716436750069807,8,1,0.3650009413348069,0.0,21.05100981627082,High
Mechanical Engineering,0.654873584124414,0,6.137095588476765,5,3,0.7082938327290298,0.0,30.498993509553475,High
Computer Science,0.6245269919381752,0,0.40775883856049105,1,3,0.5477796143620085,0.3,25.356922144364727,High
Arts,0.8060118010792819,0,3.4691400147325604,4,4,0.6216705371413542,0.0,32.426860221896675,High
Business Administration,0.5071605825736473,3,0.1732660078882291,7,5,0.7023974092841421,0.0,46.54929286569204,High
Mechanical Engineering,0.8427167344382513,2,0.9317412188118328,5,2,0.872829149346955,0.0,45.09773570278179,High
Psychology,0.6793656062286899,2,1.9643521727334252,4,4,0.3391688942319008,0.0,40.24103806816848,High
Mechanical Engineering,0.6881576483918538,1,4.039487488101631,4,5,0.7656330884751832,0.0,38.22345299890245,High
Computer Science,0.8521347837970319,1,3.2553333431289397,4,3,0.5394335276420723,0.3,41.70178723925841,High
Chemistry,0.6030778888684973,1,1.0455486866488517,3,1,0.3095711852216719,0.0,27.194937743642992,High
Computer Science,0.6852443757159389,1,4.902162457792815,1,2,0.7418217886599077,0.3,36.32073653898519,High
Business Administration,0.5606191168081668,3,9.403737308346878,4,2,0.5011566577014452,0.0,47.39859702642819,High
Psychology,0.7049020912094742,1,3.192579775340322,4,1,0.7316798796987826,0.0,33.94298070498514,High
Computer Science,0.7586813024307606,0,49.0891883525705,4,2,0.47050710440882243,0.3,44.31956808281313,High
Mechanical Engineering,0.783794926889334,1,0.20362256564028447,4,0,0.5420574598978346,0.0,32.09909124191437,High
Computer Science,0.6375039730414686,2,6.702478588836529,4,2,0.5922318295217506,0.3,44.42114092500163,High
Other,0.6138049286664106,2,4.856034522594731,0,3,0.522336616803239,0.0,37.32516121063149,High
Computer Science,0.9780070685258212,2,1.0387360901588778,8,1,0.7350504132771617,0.3,52.10797216921397,Medium
Mathematics,0.6504312011747306,0,3.002902839151603,4,5,0.6538216178827405,0.0,29.40670239325172,High
Arts,0.5743814323363373,2,3.018076593987953,4,2,0.6947486900883622,0.0,38.052910463426045,High
Computer Science,0.7030248415413177,0,22.889206584741157,3,4,0.46555927556063587,0.3,43.45917153179935,High
Electrical Engineering,0.7574780081794037,3,5.761263872074048,0,2,0.8026810651846316,0.0,48.551145450454534,High
Business Administration,0.6449259427565167,2,0.9685096913816091,1,4,0.5653205332733457,0.0,37.63840312572649,High
Electrical Engineering,0.47463011068047445,2,8.013050435060736,5,4,0.6932300887146399,0.0,41.42339306583135,High
